system,body,type,subType,temp,radius,absMagnitude,solMass,spectralClass,luminosity
Dryooe Prou LM-V e2-5890,Dryooe Prou LM-V e2-5890 AB 4,Star,T (Brown dwarf) Star,789,17.938217,0.13967895327102803,0.039063,T8,V
Dryooe Prou LM-V e2-5890,Dryooe Prou LM-V e2-5890 B,Star,K (Yellow-Orange) Star,5110,5.603012,0.8956908123652049,0.773438,K0,Vab
Aucoks SO-P d6-22,Aucoks SO-P d6-22,Star,A (Blue-White) Star,7602,3.023453,1.3271788123652049,1.617188,A9,Vb
Thuecheae TM-K a49-6,Thuecheae TM-K a49-6,Star,Y (Brown dwarf) Star,598,19.79567,0.09796142056074766,0.023438,Y1,V
Boelts AF-Q d5-231,Boelts AF-Q d5-231,Star,F (White) Star,6252,4.19101,1.1462706427030913,1.222656,F8,Vab
Ploi Thua WR-H b37-1,Ploi Thua WR-H b37-1 A,Star,M (Red dwarf) Star,2658,9.646896,0.5144042559309849,0.335938,M6,Va
Ploi Thua WR-H b37-1,Ploi Thua WR-H b37-1 B,Star,T (Brown dwarf) Star,1286,14.255157,0.2633361667864845,0.109375,T0,V
Ploi Thua WR-H b37-1,Ploi Thua WR-H b37-1 C,Star,L (Brown dwarf) Star,1402,14.422745,0.2051086355140187,0.09375,L8,V
Ploi Thua WR-H b37-1,Ploi Thua WR-H b37-1 D,Star,T (Brown dwarf) Star,1155,15.342575,0.19787596836808052,0.085938,T2,V
Phua Aub EH-U e3-8992,Phua Aub EH-U e3-8992 A,Star,Black Hole,0,20,1.173046594248742e-05,2.765625,None,VII
Phua Aub EH-U e3-8992,Phua Aub EH-U e3-8992 A 1,Star,Y (Brown dwarf) Star,464,22.29628,0.06912230625449317,0.015625,Y3,V
Phua Aub EH-U e3-8992,Phua Aub EH-U e3-8992 A 2,Star,Y (Brown dwarf) Star,374,23.086182,0.05630492595255212,0.011719,Y4,V
Phua Aub EH-U e3-8992,Phua Aub EH-U e3-8992 B,Star,K (Yellow-Orange) Star,5183,5.634766,0.8580016678648454,0.878906,K0,Vab
Blaa Byoea WR-H d11-2,Blaa Byoea WR-H d11-2,Star,A (Blue-White) Star,8394,2.366562,1.4729613342918764,1.6875,A6,Vb
Syrivai TS-M b7-8,Syrivai TS-M b7-8 A,Star,M (Red dwarf) Star,2878,9.172028,0.5459899813084113,0.359375,M4,Va
Syrivai TS-M b7-8,Syrivai TS-M b7-8 B,Star,L (Brown dwarf) Star,1796,12.228821,0.34320064414090584,0.15625,L2,V
NGC 6383 Sector YZ-N b7-0,NGC 6383 Sector YZ-N b7-0 A,Star,M (Red dwarf) Star,2136,11.013901,0.42449948526240117,0.222656,M9,VI
NGC 6383 Sector YZ-N b7-0,NGC 6383 Sector YZ-N b7-0 B,Star,L (Brown dwarf) Star,1530,13.472702,0.2667236117900791,0.113281,L6,V
Drootie FE-Q a87-6,Drootie FE-Q a87-6,Star,L (Brown dwarf) Star,1921,11.908371,0.34768676347951116,0.171875,L1,V
Sifou BH-B c27-2,Sifou BH-B c27-2,Star,M (Red dwarf) Star,3645,7.704666,0.6689147951114306,0.492188,M0,Va
Sifou BH-B c27-2,Sifou BH-B c27-2 3,Star,Y (Brown dwarf) Star,278,24.260239,0.04425048454349389,0.007813,Y6,V
Wredguia MA-A b55-1,Wredguia MA-A b55-1 A,Star,T Tauri Star,2917,9.223999,0.5189208799424874,0.304688,TTS4,Va
Wredguia MA-A b55-1,Wredguia MA-A b55-1 B,Star,T Tauri Star,1110,14.881195,0.2649535815959741,0.109375,TTS3,VI
Qaugneau PM-Z c27-14,Qaugneau PM-Z c27-14 A,Star,G (White-Yellow) Star,5549,4.983063,1.0104675197699498,0.882813,G5,Vab
Qaugneau PM-Z c27-14,Qaugneau PM-Z c27-14 B,Star,K (Yellow-Orange) Star,4079,7.427429,0.6068725233644859,0.519531,K7,Va
Qaugneau PM-Z c27-14,Qaugneau PM-Z c27-14 C,Star,M (Red dwarf) Star,3552,7.878769,0.6501464615384616,0.554688,M0,Va
Drooteou AC-B d1-76,Drooteou AC-B d1-76 A,Star,F (White) Star,6913,3.95256,1.0463255557153128,1.171875,F3,VI
Drooteou AC-B d1-76,Drooteou AC-B d1-76 B,Star,K (Yellow-Orange) Star,4704,6.334839,0.7546386312005752,0.730469,K3,Vab
Drooteou AC-B d1-76,Drooteou AC-B d1-76 C,Star,K (Yellow-Orange) Star,4812,6.294952,0.7344970812365205,0.648438,K2,Vab
Drooteou AC-B d1-76,Drooteou AC-B d1-76 D,Star,K (Yellow-Orange) Star,4422,6.955093,0.641815143062545,0.578125,K5,Vab
IC 2602 Sector PV-J a10-7,IC 2602 Sector PV-J a10-7,Star,T Tauri Star,876,17.013367,0.15939328828181165,0.046875,TTS7,VI
Oephairb CJ-L b8-35,Oephairb CJ-L b8-35 A,Star,M (Red dwarf) Star,2394,10.286713,0.4723205521207764,0.277344,M7,Va
Oephairb CJ-L b8-35,Oephairb CJ-L b8-35 B,Star,L (Brown dwarf) Star,1622,12.922638,0.30572507836089147,0.132813,L5,V
NGC 6416 Sector BM-U b3-7,NGC 6416 Sector BM-U b3-7 A,Star,M (Red dwarf) Star,2635,10.226563,0.4008178749101366,0.273438,M6,Va
NGC 6416 Sector BM-U b3-7,NGC 6416 Sector BM-U b3-7 B,Star,M (Red dwarf) Star,2161,11.231934,0.37512203594536303,0.183594,M9,VI
NGC 6416 Sector BM-U b3-7,NGC 6416 Sector BM-U b3-7 C,Star,M (Red dwarf) Star,2235,10.926117,0.4037170150970525,0.257813,M8,Va
HIP 63112,HIP 63112 A,Star,G (White-Yellow) Star,5043,2.730225,0.8571471689432063,0.8125,G,V
HIP 63112,HIP 63112 B,Star,M (Red dwarf) Star,2711,9.979614,0.4242553558590942,0.273438,M5,Va
HIP 63112,HIP 63112 C,Star,K (Yellow-Orange) Star,3759,7.967834,0.5571898892882818,0.445313,K9,Va
Mylienga WX-U d2-2,Mylienga WX-U d2-2 A,Star,A (Blue-White) Star,7725,2.671814,1.5111082789360173,1.675781,A9,Vab
Mylienga WX-U d2-2,Mylienga WX-U d2-2 B,Star,G (White-Yellow) Star,5403,5.019211,1.048217765636233,0.953125,G7,Va
Sutchooe GL-J b50-0,Sutchooe GL-J b50-0 A,Star,M (Red dwarf) Star,3262,8.62616,0.5464476894320632,0.421875,M2,Va
Sutchooe GL-J b50-0,Sutchooe GL-J b50-0 B,Star,M (Red dwarf) Star,2006,11.44165,0.3952636779295471,0.210938,M9,VI
Sutchooe GL-J b50-0,Sutchooe GL-J b50-0 C,Star,T (Brown dwarf) Star,1264,14.625137,0.22988889719626168,0.097656,T0,V
Sutchooe GL-J b50-0,Sutchooe GL-J b50-0 D,Star,T (Brown dwarf) Star,1034,16.062073,0.17727660675772824,0.058594,T4,V
Truechoae XP-P d5-97,Truechoae XP-P d5-97,Star,F (White) Star,6114,4.553528,1.0143432235801582,1.199219,F9,Vb
Oochost YV-X c17-1,Oochost YV-X c17-1,Star,K (Yellow-Orange) Star,4325,6.644394,0.7741088483105679,0.753906,K5,Va
Fachiae DX-J b42-0,Fachiae DX-J b42-0,Star,M (Red dwarf) Star,3145,8.544937,0.6102599683680805,0.410156,M3,Va
Pyuefoea NA-E c2,Pyuefoea NA-E c2 A,Star,G (White-Yellow) Star,5261,5.22319,1.006469705248023,0.886719,G9,Va
Pyuefoea NA-E c2,Pyuefoea NA-E c2 B,Star,M (Red dwarf) Star,3085,8.795395,0.5651550136592379,0.371094,M3,Va
Pyriveae YG-K d9-25,Pyriveae YG-K d9-25 A,Star,A (Blue-White) Star,8365,2.515549,1.3848571214953271,1.765625,A6,VI
Pyriveae YG-K d9-25,Pyriveae YG-K d9-25 B,Star,K (Yellow-Orange) Star,4837,5.760391,0.9297790251617541,0.84375,K2,Va
Pyriveae YG-K d9-25,Pyriveae YG-K d9-25 C,Star,K (Yellow-Orange) Star,4835,5.629471,0.9883727505391805,0.921875,K2,Va
Dryiqau QR-V b19-4,Dryiqau QR-V b19-4,Star,M (Red dwarf) Star,3283,8.197937,0.6570434162473041,0.441406,M2,Va
Phraa Byoe TZ-H c25-22,Phraa Byoe TZ-H c25-22 A,Star,M (Red dwarf) Star,3564,7.78688,0.6736754565061107,0.503906,M0,Va
Phraa Byoe TZ-H c25-22,Phraa Byoe TZ-H c25-22 B,Star,M (Red dwarf) Star,2543,10.356934,0.4052733975557153,0.253906,M6,Va
Cheae Euq AC-D c12-0,Cheae Euq AC-D c12-0,Star,K (Yellow-Orange) Star,4407,6.571716,0.7709350280373832,0.582031,K5,Va
Cheia Dryiae QF-L d9-0,Cheia Dryiae QF-L d9-0,Star,G (White-Yellow) Star,5684,4.551468,1.174743603163192,1.113281,G3,Vab
Dryoea Flyuae XO-A e7929,Dryoea Flyuae XO-A e7929 A,Star,B (Blue-White) Star,11028,0.583618,1.9392699352983465,2.5625,B9,Vz
Zunuae BR-C c26-5436,Zunuae BR-C c26-5436,Star,K (Yellow-Orange) Star,4714,6.108459,0.8339843220704529,0.828125,K3,Va
Theema SL-C d13-697,Theema SL-C d13-697 A,Star,G (White-Yellow) Star,5889,4.697601,1.0231628008626887,0.988281,G1,Vab
Theema SL-C d13-697,Theema SL-C d13-697 B,Star,M (Red dwarf) Star,3000,9.11235,0.5164794478792236,0.339844,M4,Va
Dryooe Prou NN-I d10-4310,Dryooe Prou NN-I d10-4310 A,Star,F (White) Star,6219,4.676682,0.9263610294751977,0.976563,F8,VI
Dryooe Prou NN-I d10-4310,Dryooe Prou NN-I d10-4310 B,Star,M (Red dwarf) Star,3370,8.450729,0.5550536879942487,0.410156,M1,Va
Dryooe Prou NN-I d10-4310,Dryooe Prou NN-I d10-4310 C,Star,M (Red dwarf) Star,2175,11.440613,0.33639524946081956,0.183594,M8,Va
Byaa Theia CS-Z c27-11,Byaa Theia CS-Z c27-11 A,Star,K (Yellow-Orange) Star,5163,5.570755,0.8905333601725377,0.824219,K0,Vab
Byaa Theia CS-Z c27-11,Byaa Theia CS-Z c27-11 B,Star,M (Red dwarf) Star,2863,9.274094,0.526397699496765,0.316406,M4,Va
Stuemeae BC-B d1-5489,Stuemeae BC-B d1-5489,Star,G (White-Yellow) Star,5660,4.901688,1.00830072178289,1.03125,G4,Vab
Preia Phoe LR-U b6-6,Preia Phoe LR-U b6-6 A,Star,M (Red dwarf) Star,2996,9.065292,0.5292052796549245,0.398438,M4,Va
Preia Phoe LR-U b6-6,Preia Phoe LR-U b6-6 B,Star,M (Red dwarf) Star,2252,11.11937,0.36380001725377425,0.214844,M8,Va
Blua Hypue XY-Z c16-218,Blua Hypue XY-Z c16-218,Star,K (Yellow-Orange) Star,4583,6.570526,0.7132568109273904,0.605469,K4,Vab
Theema KR-P c20-48,Theema KR-P c20-48 A,Star,K (Yellow-Orange) Star,4435,6.430389,0.8124084543493889,0.761719,K5,Va
Theema KR-P c20-48,Theema KR-P c20-48 B,Star,M (Red dwarf) Star,2681,9.911316,0.44766233213515455,0.277344,M5,Va
Blae Drye SV-P b11-1,Blae Drye SV-P b11-1,Star,M (Red dwarf) Star,3045,9.11203,0.5014037900790798,0.367188,M3,Va
Pyriveae PF-S b35-0,Pyriveae PF-S b35-0,Star,M (Red dwarf) Star,3060,8.837997,0.5632628957584471,0.386719,M3,Va
Blaa Phoe RJ-G a69-0,Blaa Phoe RJ-G a69-0,Star,T (Brown dwarf) Star,889,16.942322,0.15991208626887132,0.050781,T6,V
Nyuena GC-C c87,Nyuena GC-C c87 A,Star,G (White-Yellow) Star,5352,5.697647,0.7817076865564342,0.796875,G8,Vab
Nyuena GC-C c87,Nyuena GC-C c87 B,Star,K (Yellow-Orange) Star,4037,7.070145,0.7303466053199137,0.578125,K7,Va
Nyuena GC-C c87,Nyuena GC-C c87 C,Star,M (Red dwarf) Star,3309,8.602692,0.5368041639108555,0.375,M2,Va
Nyuena SJ-Z d558,Nyuena SJ-Z d558,Star,F (White) Star,6616,3.68306,1.293304454349389,1.4375,F5,Vab
Pyrivu AI-Q d6-106,Pyrivu AI-Q d6-106,Star,G (White-Yellow) Star,5520,5.078201,0.9773863752695903,1.03125,G5,Vab
Ceeckia EB-H b16-0,Ceeckia EB-H b16-0,Star,M (Red dwarf) Star,3023,8.816132,0.5829772882818116,0.367188,M3,Va
Pyuefoea NH-T d4-19,Pyuefoea NH-T d4-19,Star,F (White) Star,6005,4.456375,1.0996093515456506,1.023438,F9,Vb
Screakou VG-J c23-1924,Screakou VG-J c23-1924,Star,K (Yellow-Orange) Star,5138,5.386383,0.9788817943925233,0.875,K0,Va
Aucoks TE-K a49-1,Aucoks TE-K a49-1,Star,Y (Brown dwarf) Star,627,19.156738,0.1141967735442128,0.03125,Y1,V
Swoiwns HN-I d10-19,Swoiwns HN-I d10-19,Star,G (White-Yellow) Star,5242,5.271469,0.991516066139468,0.972656,G9,Va
NGC 5662 Sector CQ-P c5-8,NGC 5662 Sector CQ-P c5-8,Star,K (Yellow-Orange) Star,4245,6.467896,0.871581906542056,0.726563,K6,Va
Nyauthou MV-V b35-2,Nyauthou MV-V b35-2 A,Star,M (Red dwarf) Star,2962,9.503632,0.4424743292595255,0.320313,M4,Va
Nyauthou MV-V b35-2,Nyauthou MV-V b35-2 B,Star,T (Brown dwarf) Star,1289,14.704407,0.21313476923076924,0.078125,T0,V
Nyauthou MV-V b35-2,Nyauthou MV-V b35-2 C,Star,L (Brown dwarf) Star,1929,12.221848,0.29846188353702374,0.148438,L1,V
Nyauthou MV-V b35-2,Nyauthou MV-V b35-2 D,Star,T (Brown dwarf) Star,1221,14.853271,0.22180175413371675,0.09375,T1,V
Preia Phoe UM-D b2-5,Preia Phoe UM-D b2-5 A,Star,M (Red dwarf) Star,2963,9.05986,0.542419416247304,0.386719,M4,Va
Preia Phoe UM-D b2-5,Preia Phoe UM-D b2-5 B,Star,T (Brown dwarf) Star,1258,14.588608,0.23602293601725377,0.101563,T0,V
Preia Phoe UM-D b2-5,Preia Phoe UM-D b2-5 C,Star,M (Red dwarf) Star,2868,9.114929,0.5644530841121496,0.359375,M4,Va
Phroea Gree PX-A d1-1164,Phroea Gree PX-A d1-1164 A,Star,Neutron Star,6103332,5.193222,1.6961718188353703e-05,0.617188,None,VII
Phroea Gree PX-A d1-1164,Phroea Gree PX-A d1-1164 B,Star,M (Red dwarf) Star,3593,7.984756,0.6051330208483106,0.410156,M0,Va
Phroea Gree PX-A d1-1164,Phroea Gree PX-A d1-1164 C,Star,L (Brown dwarf) Star,1988,12.047684,0.3044738576563623,0.175781,L0,V
Pyrivo JK-H c26-2,Pyrivo JK-H c26-2,Star,G (White-Yellow) Star,5401,5.343842,0.9033813026599569,0.863281,G7,Vab
Smootoae EI-B d13-2,Smootoae EI-B d13-2,Star,G (White-Yellow) Star,5699,4.740433,1.0711974004313443,1.113281,G3,Vab
Qaugneau YV-U b30-3,Qaugneau YV-U b30-3,Star,M (Red dwarf) Star,2143,10.943726,0.43557737455068296,0.230469,M9,VI
Qiedeae SD-J d9-0,Qiedeae SD-J d9-0 A,Star,K (Yellow-Orange) Star,5093,5.333038,1.020996002875629,0.9375,K0,Va
Qiedeae SD-J d9-0,Qiedeae SD-J d9-0 B,Star,K (Yellow-Orange) Star,4038,7.049713,0.7368774119338606,0.53125,K7,Va
Qiedeae SD-J d9-0,Qiedeae SD-J d9-0 C,Star,M (Red dwarf) Star,3520,8.054932,0.6104430884255931,0.4375,M1,Va
Aucoks BP-X a69-0,Aucoks BP-X a69-0,Star,L (Brown dwarf) Star,1593,13.121338,0.28924558447160315,0.148438,L5,V
Truechuae YV-H b51-3,Truechuae YV-H b51-3 A,Star,M (Red dwarf) Star,2954,9.040192,0.5506896793673616,0.390625,M4,Va
Truechuae YV-H b51-3,Truechuae YV-H b51-3 B,Star,L (Brown dwarf) Star,1440,13.585815,0.2858276117900791,0.128906,L7,V
Gru Hypue NY-G c11-12,Gru Hypue NY-G c11-12 A,Star,K (Yellow-Orange) Star,4038,7.368484,0.6362914967649174,0.503906,K7,Va
Gru Hypue NY-G c11-12,Gru Hypue NY-G c11-12 B,Star,M (Red dwarf) Star,2817,9.708389,0.4451903953989935,0.300781,M5,Va
Byoi Euq EW-E d11-61,Byoi Euq EW-E d11-61 A,Star,G (White-Yellow) Star,5479,5.243958,0.9191588900071891,0.964844,G6,Vab
Byoi Euq EW-E d11-61,Byoi Euq EW-E d11-61 B,Star,M (Red dwarf) Star,2718,9.651199,0.49096677498202734,0.304688,M5,Va
Byoi Euq EW-E d11-61,Byoi Euq EW-E d11-61 C,Star,T (Brown dwarf) Star,991,16.242126,0.17764282386772107,0.070313,T5,V
Byoi Euq EW-E d11-61,Byoi Euq EW-E d11-61 D,Star,L (Brown dwarf) Star,1741,12.44841,0.3301086412652768,0.148438,L3,V
Ploi Briae PJ-Q b32-6,Ploi Briae PJ-Q b32-6 A,Star,M (Red dwarf) Star,3149,8.7771,0.546997049604601,0.402344,M3,Va
Ploi Briae PJ-Q b32-6,Ploi Briae PJ-Q b32-6 B,Star,M (Red dwarf) Star,3339,8.293823,0.6077575269590223,0.398438,M2,Va
Ploi Briae PJ-Q b32-6,Ploi Briae PJ-Q b32-6 C,Star,L (Brown dwarf) Star,1867,11.986359,0.35510252767792955,0.179688,L1,V
Striechae QK-U b49-0,Striechae QK-U b49-0,Star,M (Red dwarf) Star,2964,9.12085,0.5270385276779296,0.40625,M4,Va
Qiedeae TY-I d9-0,Qiedeae TY-I d9-0 A,Star,White Dwarf (DC) Star,4388,15.504425,0.012725830337886412,0.441406,None,VII
Qiedeae TY-I d9-0,Qiedeae TY-I d9-0 B,Star,L (Brown dwarf) Star,1876,11.961197,0.35580443421998564,0.1875,L1,V
Stuelou TO-V b46-2,Stuelou TO-V b46-2 A,Star,M (Red dwarf) Star,2881,9.081329,0.568084658519051,0.355469,M4,Va
Stuelou TO-V b46-2,Stuelou TO-V b46-2 B,Star,L (Brown dwarf) Star,1743,12.547485,0.3146667203450755,0.164063,L3,V
Stuelou TO-V b46-2,Stuelou TO-V b46-2 C,Star,T (Brown dwarf) Star,1224,15.216339,0.18673704672897196,0.078125,T1,V
Pyra Dryiae RQ-I b43-0,Pyra Dryiae RQ-I b43-0 A,Star,M (Red dwarf) Star,2295,10.773911,0.41067502516175414,0.21875,M8,Va
Pyra Dryiae RQ-I b43-0,Pyra Dryiae RQ-I b43-0 B,Star,T (Brown dwarf) Star,1094,15.935349,0.16787718763479512,0.066406,T3,V
Bleethuae JZ-H a99-0,Bleethuae JZ-H a99-0,Star,T (Brown dwarf) Star,1131,15.736313,0.17214964773544214,0.066406,T2,V
Byeia Eurk KJ-N c21-18,Byeia Eurk KJ-N c21-18 A,Star,K (Yellow-Orange) Star,4845,5.827713,0.8984374291876348,0.734375,K2,Va
Byeia Eurk KJ-N c21-18,Byeia Eurk KJ-N c21-18 B,Star,M (Red dwarf) Star,2458,10.700989,0.37023924083393245,0.238281,M7,Va
Byeia Eurk KJ-N c21-18,Byeia Eurk KJ-N c21-18 C,Star,M (Red dwarf) Star,2434,10.127533,0.49166865851905106,0.296875,M7,Va
Swoiwns JI-I d10-6,Swoiwns JI-I d10-6 A,Star,F (White) Star,7228,3.220016,1.3410339151689432,1.332031,F1,Vb
Swoiwns JI-I d10-6,Swoiwns JI-I d10-6 B,Star,K (Yellow-Orange) Star,5059,5.970566,0.7715758562185479,0.769531,K0,Vab
Segne KN-Q d6-66,Segne KN-Q d6-66 A,Star,A (Blue-White) Star,7519,2.865158,1.4591977915168943,1.746094,A9,Vb
Segne KN-Q d6-66,Segne KN-Q d6-66 B,Star,M (Red dwarf) Star,3689,7.436279,0.7389526038820992,0.566406,M0,Va
Hegeia MY-H b23-8,Hegeia MY-H b23-8 A,Star,M (Red dwarf) Star,2440,10.58934,0.39553831200575124,0.265625,M7,Va
Hegeia MY-H b23-8,Hegeia MY-H b23-8 B,Star,M (Red dwarf) Star,2265,11.255615,0.33776853486700215,0.195313,M8,Va
Byua Chrea WN-B c13-9,Byua Chrea WN-B c13-9 A,Star,K (Yellow-Orange) Star,4137,6.640869,0.8474425420560747,0.679688,K7,Va
Byua Chrea WN-B c13-9,Byua Chrea WN-B c13-9 B,Star,M (Red dwarf) Star,2546,9.920776,0.49423215528396836,0.296875,M6,Va
Col 359 Sector DV-U b4-6,Col 359 Sector DV-U b4-6 A,Star,M (Red dwarf) Star,3216,8.993408,0.4747313874910137,0.359375,M2,Va
Col 359 Sector DV-U b4-6,Col 359 Sector DV-U b4-6 B,Star,L (Brown dwarf) Star,1484,13.494141,0.2807311689432063,0.125,L7,V
Eiforps II-N c9-1,Eiforps II-N c9-1,Star,K (Yellow-Orange) Star,3805,7.491776,0.6770629475197699,0.503906,K9,Va
Nyauthou GI-Q d6-11,Nyauthou GI-Q d6-11 A,Star,G (White-Yellow) Star,5307,5.182602,1.0077514536304817,1.035156,G8,Vab
Nyauthou GI-Q d6-11,Nyauthou GI-Q d6-11 B,Star,M (Red dwarf) Star,3118,8.807281,0.5502318792235802,0.390625,M3,Va
Nyauthou GI-Q d6-11,Nyauthou GI-Q d6-11 C,Star,M (Red dwarf) Star,2202,11.0905,0.38558957872034505,0.21875,M8,Va
Smootoae VI-X c28-14,Smootoae VI-X c28-14,Star,G (White-Yellow) Star,5608,5.196991,0.8965454033069734,0.832031,G4,Vab
Wredgaei TM-Z b27-0,Wredgaei TM-Z b27-0 A,Star,M (Red dwarf) Star,2446,10.209396,0.46884150107836087,0.289063,M7,Va
Wredgaei TM-Z b27-0,Wredgaei TM-Z b27-0 B,Star,L (Brown dwarf) Star,1990,11.897232,0.325653049604601,0.179688,L0,V
Wredgaei TM-Z b27-0,Wredgaei TM-Z b27-0 C,Star,T (Brown dwarf) Star,929,16.68782,0.16464232350826744,0.054688,T6,V
Lasu FH-B b30-0,Lasu FH-B b30-0 A,Star,M (Red dwarf) Star,2908,9.229156,0.5209045118619698,0.351563,M4,Va
Lasu FH-B b30-0,Lasu FH-B b30-0 B,Star,L (Brown dwarf) Star,1919,11.908295,0.34841919769949675,0.171875,L1,V
Lasu FH-B b30-0,Lasu FH-B b30-0 C,Star,L (Brown dwarf) Star,1445,13.93634,0.24154660531991373,0.097656,L7,V
Thuecheae JO-Y b34-1,Thuecheae JO-Y b34-1 A,Star,M (Red dwarf) Star,2302,10.833725,0.3970946944644141,0.199219,M8,Va
Thuecheae JO-Y b34-1,Thuecheae JO-Y b34-1 B,Star,T (Brown dwarf) Star,1176,15.311707,0.19360349676491734,0.070313,T2,V
Qaugneau VF-C b40-6,Qaugneau VF-C b40-6,Star,M (Red dwarf) Star,2767,9.481216,0.512298559309849,0.324219,M5,Va
Byeia Bre GA-I b23-3,Byeia Bre GA-I b23-3 A,Star,M (Red dwarf) Star,2556,10.194656,0.4322814895758447,0.277344,M6,Va
Byeia Bre GA-I b23-3,Byeia Bre GA-I b23-3 B,Star,T (Brown dwarf) Star,1013,15.842575,0.20434567361610353,0.070313,T4,V
Truechoae WP-P d5-85,Truechoae WP-P d5-85 A,Star,F (White) Star,6658,3.95932,1.1245116549245147,1.285156,F5,Vb
Truechoae WP-P d5-85,Truechoae WP-P d5-85 B,Star,G (White-Yellow) Star,5662,4.944504,0.9879455010783609,1.011719,G4,Vab
Pyroo Eohn YY-D c1-0,Pyroo Eohn YY-D c1-0,Star,K (Yellow-Orange) Star,4085,7.067535,0.714141768511862,0.53125,K7,Va
Bleae Aub EE-J b9-0,Bleae Aub EE-J b9-0,Star,M (Red dwarf) Star,2425,10.395309,0.4378661912293314,0.230469,M7,Va
Swuenaa PE-C b19-4,Swuenaa PE-C b19-4,Star,M (Red dwarf) Star,3280,8.751083,0.5102538720345076,0.382813,M2,Va
Boelts FE-R c5-70,Boelts FE-R c5-70 A,Star,K (Yellow-Orange) Star,3981,7.168686,0.7177123795830338,0.554688,K8,Va
Boelts FE-R c5-70,Boelts FE-R c5-70 B,Star,K (Yellow-Orange) Star,4088,7.367645,0.6210632235801582,0.550781,K7,Va
Pyriveae AU-I b41-1,Pyriveae AU-I b41-1,Star,M (Red dwarf) Star,2371,10.528702,0.4307556117900791,0.265625,M7,Va
Pyraleau JM-R b51-10,Pyraleau JM-R b51-10 A,Star,M (Red dwarf) Star,2913,9.396759,0.48056026455787204,0.355469,M4,Va
Pyraleau JM-R b51-10,Pyraleau JM-R b51-10 B,Star,L (Brown dwarf) Star,1833,12.490982,0.29202268296189793,0.144531,L2,V
Pyraleau UK-G b43-4,Pyraleau UK-G b43-4,Star,M (Red dwarf) Star,2343,10.624924,0.4219970438533429,0.234375,M7,Va
Spooreau CL-L c22-70,Spooreau CL-L c22-70,Star,K (Yellow-Orange) Star,4167,6.850861,0.7583007102803738,0.566406,K6,Va
Stuelou GM-L d8-2,Stuelou GM-L d8-2,Star,F (White) Star,6211,4.214508,1.1489562501797268,1.28125,F8,Vab
Phylur TG-S b45-5,Phylur TG-S b45-5,Star,M (Red dwarf) Star,2181,11.16156,0.3804015988497484,0.230469,M8,Va
Hypiae Eurl LO-Z d13-3,Hypiae Eurl LO-Z d13-3,Star,G (White-Yellow) Star,5354,5.277328,0.9479064385334292,0.992188,G8,Vab
Droju YI-E b4-3,Droju YI-E b4-3,Star,M (Red dwarf) Star,3207,8.376282,0.6342773601725378,0.433594,M2,Va
Nyeajeau KY-Z d13-0,Nyeajeau KY-Z d13-0,Star,Neutron Star,4666297,5.283524,1.688308630194105e-05,0.625,None,
Skaudao LO-O d7-208,Skaudao LO-O d7-208 A,Star,A (Blue-White) Star,8106,2.666229,1.3759155255212077,1.746094,A7,Vb
Droju EG-E c28-3,Droju EG-E c28-3,Star,K (Yellow-Orange) Star,5119,5.591141,0.897430360891445,0.726563,K0,Vab
Aucoks KB-U b36-2,Aucoks KB-U b36-2,Star,M (Red dwarf) Star,3642,7.835144,0.6309509245147376,0.4375,M0,Va
Boelts PM-D b2-46,Boelts PM-D b2-46,Star,M (Red dwarf) Star,2731,9.670944,0.4819030682961898,0.296875,M5,Va
Hedgea SI-J d9-4,Hedgea SI-J d9-4 A,Star,F (White) Star,7389,3.213577,1.2870482818116462,1.558594,F0,VI
Hedgea SI-J d9-4,Hedgea SI-J d9-4 B,Star,K (Yellow-Orange) Star,4338,6.7146,0.7449951056793673,0.632813,K5,Va
Greae Flyao KJ-M c9-0,Greae Flyao KJ-M c9-0 A,Star,K (Yellow-Orange) Star,3908,7.332321,0.6907348382458662,0.523438,K8,Va
Greae Flyao KJ-M c9-0,Greae Flyao KJ-M c9-0 B,Star,L (Brown dwarf) Star,1967,11.996307,0.3184509101365924,0.167969,L0,V
Clooku ZF-E c12-42,Clooku ZF-E c12-42,Star,K (Yellow-Orange) Star,4840,5.990875,0.8351439597411934,0.679688,K2,Va
Thuechaea IP-Z a54-7,Thuechaea IP-Z a54-7,Star,T (Brown dwarf) Star,1210,14.648621,0.24816892595255213,0.097656,T1,V
Dryafou CJ-I b55-0,Dryafou CJ-I b55-0 A,Star,M (Red dwarf) Star,3007,8.954987,0.5527038159597412,0.398438,M4,Va
Dryafou CJ-I b55-0,Dryafou CJ-I b55-0 B,Star,L (Brown dwarf) Star,1674,12.671295,0.3222350999281093,0.167969,L4,V
Blu Briae LI-K b8-6,Blu Briae LI-K b8-6 A,Star,M (Red dwarf) Star,2756,9.544556,0.5015564054636952,0.335938,M5,Va
Blu Briae LI-K b8-6,Blu Briae LI-K b8-6 B,Star,L (Brown dwarf) Star,1837,12.550674,0.2828674162473041,0.15625,L2,V
Praea Euq LA-X b56-1,Praea Euq LA-X b56-1 A,Star,M (Red dwarf) Star,3402,8.481522,0.536987283968368,0.433594,M1,Va
Praea Euq LA-X b56-1,Praea Euq LA-X b56-1 B,Star,L (Brown dwarf) Star,1831,12.145767,0.3430786024442847,0.179688,L2,V
